Method,Display,trading_days,rebalances,final_nav,cumulative_return,annualized_return,annualized_volatility,sharpe,max_drawdown,sortino,calmar,mean_daily_return,best_day,worst_day,positive_day_ratio,daily_var_95,daily_cvar_95
BL,BL,180,3,1.1555533129399416,0.15555331293994157,0.22435111708587452,0.18086489266153433,1.2090729361639199,-0.13619837982931793,1.7964241214472276,1.647237781881315,0.0008677732016637044,0.08128097635149598,-0.05714256685156685,0.5666666666666667,-0.013462972495122254,-0.02739146590856004
MVO,MVO,180,3,1.2078529686389938,0.20785296863899383,0.3026258714984922,0.11688618786983539,2.3211663990364477,-0.06894913323995089,3.5208932553825862,4.389117850768616,0.0010766360785512837,0.03323675604330177,-0.027370811729418357,0.6111111111111112,-0.01030102712292328,-0.01711443799143593
EW,EW,180,3,1.1385864134833423,0.13858641348334233,0.19925736981851205,0.12168738616249627,1.5540269153231303,-0.09506246468465718,2.312218929470937,2.0960677853187586,0.0007504185450469788,0.054339198101397784,-0.03790233428348793,0.6055555555555555,-0.010181203049015985,-0.01852989985579738
BLM_LLM__gpt_oss_20b,LLM-BLM (Gpt Oss 20B),180,3,1.207248347248572,0.207248347248572,0.3017130755877251,0.1443332465525024,1.8993245226300517,-0.09663529628842127,2.912130887860994,3.122182961877833,0.001087839978603084,0.06054614971932396,-0.04285185093887493,0.6111111111111112,-0.013009668845266468,-0.020941261122787116
RelViewBL__gpt_oss_20b,PairBL (Gpt Oss 20B),180,3,1.2465294008471182,0.24652940084711816,0.3613930739790363,0.17501252874924098,1.8505414446418396,-0.11988017548684149,2.7942639882714313,3.014619160435782,0.0012851902292938169,0.07562870774246465,-0.05183238805712637,0.6166666666666667,-0.013431578593708847,-0.025095483939103668
