Date,JPM,BAC,GS,MS,WFC,C,AXP,BLK,SCHW,PNC,USB,COF,CME,ICE,CB
2024-06-04,-0.0131799943458182,-0.0050150554911292,0.0007032119924801,-0.0085207616791836,-0.0107852387340209,-0.0143733691756634,0.0015619891939202,0.0101881680440132,-0.0052508457748853,-0.0054835675855691,-0.0193808813392319,-0.0192532124665918,0.010061999467064,0.0083053881571435,-0.0068633218251067
2024-06-05,-0.0095401748984018,0.0070564466787623,0.0140127532682545,0.0008283606489631,-0.0003407216587982,0.0121251700603517,-0.0107902643739888,0.004571618744839,0.0333380097298943,0.0028542827397985,0.0030801998554401,0.0074360132732944,-0.0161448529169861,0.0043040357804751,-0.0025300472942042
2024-06-06,-0.0017743259689155,-0.0065064811586268,-0.0077541798753496,0.0019655565009619,-0.016189530175499,0.0027521512681805,-0.0057096323865468,-0.0131198451129724,-0.001882018954302,0.0023932090123572,-0.001535370679176,0.006569274635404,0.0049877370732143,-0.0035466955413977,-0.0014765802057037
2024-06-07,0.0154386051180794,0.0081094115493338,-0.0069636187220085,0.0029943657053594,0.0109129332189188,-0.0025832102451169,-0.0029141177281679,-0.0061285545345065,-0.0043097357710553,0.0058720679328958,0.0,0.025152239464339,-0.0048916282126023,-0.0079341448283121,0.0131564862498581
2024-06-10,-0.0017004776811916,-0.002765249880911,-0.002989602714595,-0.0077207802310589,-0.0073680600985528,-0.0056652173626686,-0.0009885780400559,-0.0032783416662433,0.0024347648532196,-0.0204643604150123,-0.0069195396695833,0.0078682009521033,-0.0043138225269088,0.0006726522164781,0.0017588783041686
2024-06-11,-0.0263013201538976,-0.0204183328488115,-0.0204607797417548,-0.0099595164467625,-0.0138097512875301,-0.0372781263695288,-0.0340302818121339,-0.0111462852292594,-0.0089057184878625,-0.0159801651427679,-0.0077419254971805,-0.0408799595424913,0.0010075905900492,0.0053033077073112,-0.014083396171712
2024-06-12,-0.0145605675187548,0.0141532829194082,0.009971404525279,0.0023053408249202,0.0029756551463424,0.0147107632985161,-0.0021823415218233,0.0164723540171249,0.0014975715084901,0.0159068347915154,0.0215863931427509,0.0145035564810471,-0.0149472060152279,0.0108477525790366,-0.0033345926764623
2024-06-13,0.011121055437735,-0.0038061617282213,-0.0052373144802663,-0.0046001585619578,-0.0005236374543911,0.0036660180016283,-0.0082574060625065,-0.0005193308115637,-0.0023109678553221,-0.005830671049452,-0.0005091509536132,-0.0146609453112128,-0.0004597599483312,-0.0025075068464998,0.0006463472708115
2024-06-14,0.0006195298367877,-0.0005093157378955,0.0002464007008977,0.0030459437922056,0.0022700583154597,-0.0149426434213276,0.0118367222057707,-0.000493628639439,-0.0019075583044242,-0.0043494186789991,-0.0109525229179361,-0.0102894010723078,0.00761605134757,0.0030312759881598,-0.0108274037229725
2024-06-17,0.0061925836335909,0.0068805944802146,0.008332165550432,0.0161256394805249,0.0146341390777917,0.0123040430641176,0.0153455512869733,0.0152729126371111,-0.0060069560523804,0.0111854367382142,0.0066957702569789,0.025430148862185,-0.0027393690693043,0.0039065345463116,0.0048563032856225
2024-06-18,0.0103601146568166,0.0121489694034062,0.0161046979773786,0.0054617240658252,0.0139078839915878,0.0119879892759717,0.0045560120169456,0.0032903233858709,0.000412124265178,0.0111271114688666,0.0051164589524856,0.0017504350852377,-0.0003051657866568,0.0013216357862464,0.0088601948967199
2024-06-20,0.0084771368650025,0.0,0.0013553908805805,-0.0013323577865761,-0.0015240938747085,-0.0026324471072531,0.0039248585801356,-0.0010463829517526,-0.001922067369965,-0.0084153352507668,-0.0002546110973677,0.0057523358437989,0.0099730780581994,0.0053527052428268,0.0131164100219598
2024-06-21,-0.0119293454086567,-0.012503161923299,-0.0171815505772869,-0.0131363113739124,-0.014586225778415,-0.0103926144695264,0.0007384497059161,0.0060932697699842,0.0088033485012517,0.0001305701673035,0.0106924714175231,-0.0098458720163543,-0.020202642372501,0.0053242063356599,-0.0070549796696894
2024-06-24,0.0131431273509816,0.0134211409587903,0.0264560783144709,0.0097753227156081,0.0156626669570554,0.0225037331109989,0.0047313230072949,0.0144109078995753,0.0162258234193515,0.0110966063447182,0.0214105862305504,0.0066533567302797,0.0030852540839045,0.0063841571724632,0.0057444945498343
2024-06-25,-0.0040727686728251,-0.0159919694290325,-0.0101927368071147,0.0072090781472662,-0.0306726642925204,0.0039127172687365,-0.0038019193253955,-0.0057075259397192,-0.0084530215638368,-0.0193673407482305,-0.0130702155862989,-0.0204821713985378,-0.0050236030477486,-0.0100201569121747,-0.0106342397473683
2024-06-26,-0.0032312716525988,-0.0096496666005531,-0.0033233874080768,-0.0093046512394954,-0.0033218060295394,-0.0053589543879262,0.000390393921674,-0.0087362587943948,-0.0086602941230004,-0.0005924653787711,-0.0077462088866292,0.0141628756929277,0.0056671281987763,0.0004369202774701,-0.0124577396271053
2024-06-27,0.008813297212975,0.0064102259493026,-0.0217170905416786,-0.0115596209874697,0.0071917148217799,0.0048980192019165,-0.0098838529598019,-0.0080259460482728,0.0040948782127823,0.0007904909163185,-0.000755357037625,-0.020033710310786,0.0016905254830674,0.0005822687168453,0.007768862977453
2024-06-28,0.0155143658735215,0.0132484355872124,0.014261333328168,0.0148273319806095,0.0343086841086792,0.0310316383082578,0.0137916359150338,0.0079245330113968,0.0017674196895045,0.0233659056203303,0.0130133791604136,0.0329777743512929,0.0054724339700484,-0.004219186963699,-0.0265237131451798
2024-07-02,0.0164517435411659,0.0229942701773913,0.0042056233644973,0.0049415901165361,0.0062717112741659,0.0197068299632785,0.0092382476437662,0.0087693138533657,0.0099428039615858,0.0172922101546859,0.0186034611178227,0.0055833940092382,0.0080818060468352,0.0284088170998462,0.0029432488464917
