Date,JPM,BAC,GS,MS,WFC,C,AXP,BLK,SCHW,PNC,USB,COF,CME,ICE,CB
2025-01-02,0.001209803502358442,0.007736246563054605,0.0041039303616718925,-0.0074769648711683345,-0.0007116698488982554,-0.0063928621533402286,0.005525855835494697,-0.0075211359908857744,-0.0022969746553119785,-0.007570663402181266,0.0006269902634497004,0.0021871214593274235,0.002110128735081096,0.0022146242787768333,-0.013680718948546278
2025-01-03,0.01366661991594098,0.011740665923829274,0.008974464838911622,0.009296362482459575,0.015956573946388275,0.015155660007762917,0.01796928265940889,0.0033713674161490736,0.008261079561192375,0.022153698001970756,0.020894381493082648,0.009624510368595907,-0.0009454266430277691,0.003348048222216349,-0.0028989721145735725
2025-01-06,-0.0048755125537173205,0.013166864220845564,0.005619418967189427,0.02143875091828784,0.010096815234832635,0.024507073421393466,-0.003959343816994143,-0.007924971849018192,0.00040309418396411445,-0.00020448384221660731,-0.00266059666309848,0.01712571211427716,-0.028731122015083432,-0.0217564286744657,-0.016266157943592985
2025-01-07,0.009632605081599577,0.014977889955305468,-0.005605156398954314,-0.013681655360666345,-0.006108592509192157,0.01292277959028465,0.00046370310504317835,-0.03157771396984155,-0.029806718049254832,-0.004192444904760562,-0.0006156602068708716,-0.008881842973715748,0.005269575691293493,-0.0009552576646150168,0.005424574927945569
2025-01-08,-0.00016447927761531478,0.0028210202354495006,-0.00017235451002972635,0.007723928725442475,-0.0002794098696281555,-0.005700265865516085,0.002748263049267452,0.00544477465783344,0.010240710232078953,-0.0004620785819634543,-0.0036959868511573513,-0.009621294554085669,0.010087706620965031,0.0008878352249128696,-0.007851086242477101
2025-01-10,-0.013408559631929995,-0.023804191493294713,-0.034516199888503185,-0.03449083707209222,-0.022495533586439298,-0.025388942523211444,-0.03153387292900878,-0.030889334260015278,-0.00315063687607664,-0.02907332917600347,-0.023495589500590608,-0.026923569545643233,-0.00043607282639546163,-0.02572152003946393,-0.03352696627038787
2025-01-13,0.01809328827626011,-0.0011086077906570235,0.005267922102757838,0.004374273047174304,0.008147534208472695,0.019187457561773646,0.012683354686281012,-0.0006592294963611023,-0.0015115283963008652,0.018040265240712117,0.02131695276552703,0.028752438986021644,0.0010906576721623207,0.007632921597723996,0.015715480520281044
2025-01-14,0.013349003051217334,0.015978780069390464,0.015241063831617385,0.005081007208101118,0.00935776207235084,0.010031732364672141,0.011244956763905911,0.008544308973545967,-0.0044042386864044936,0.017045335951160867,0.013845851775863283,0.024344297977911822,0.00993684006714246,0.009451787063029071,0.014325884051506588
2025-01-15,0.019719707706815193,0.02883357345654436,0.06017183559439654,0.04758477323902954,0.0668632381889982,0.06489780495523068,0.03981895124347079,0.05192231369386224,0.018247341843076192,0.03261036330778855,0.03750517768508099,0.03226509186506665,-0.01661406321295833,0.020585260281798412,0.01092246782126205
2025-01-16,0.007608423081703508,-0.009766512261354388,0.011668166510593547,0.04029104523795923,0.0,0.0030664070839294677,-0.0026895146774489342,-0.01723284640054734,0.0251153390025467,-0.019457290401293403,-0.056385104212955395,-0.01174749059701552,0.019439918972714354,0.013424061191513292,0.01907520806695917
2025-01-17,0.01923160038723748,-0.002358591122270104,0.021126142877293752,0.015168045650671758,0.014878281337716626,0.01885108132946378,0.0034672015778804965,0.009279765575536114,0.011918947449728323,0.010176119966555985,0.006870794004706138,0.01342603087614247,0.0017218975910793244,-0.007455252401517676,-0.014806271712993535
2025-01-21,0.014932798675082903,0.002794077481699242,0.01405873730762397,-0.004134258447223371,0.009989614529478663,0.021002602975541906,0.017244642892769946,0.007094888723106152,0.059154565476699394,0.00010080972213488693,0.01985110267258694,0.011729733508814899,-0.0019766236843971052,0.017504089258381095,-0.0023008214860464893
2025-01-22,-0.0007225256023491999,-0.018645522492180433,-0.0031666136305364967,-0.009468174552577313,-0.003981947049454981,0.00024503315753388044,0.01352433662427277,-0.005681367695408834,-0.004077756814791056,-0.011382098693771936,-0.013990296571904204,0.03995633559248324,0.0012055361638454443,0.016148054059473838,-0.0020084217389095826
2025-01-23,0.011832613904139366,0.013103236487607806,0.010699691953266699,0.013235235818807256,-0.0014185780690391114,0.003550026140484608,0.011233431360259782,0.011318191630460328,0.018362419490198345,0.006877313792130302,-0.004112591036676383,0.015428308163911497,0.003655406749343282,0.02276710813862337,-0.0067829226343474325
2025-01-24,-0.004173934469122398,0.0028024243224236134,-0.004065709400210005,0.00014510912067788873,-0.0014206950386476125,-0.006099089483547981,-0.013901108217612146,0.0026726027031014343,-0.0030457870465511183,0.009511713303891112,0.013214771803246261,-0.002450677022911907,0.005570321025656133,-0.0013318695743437248,0.0007503912853956685
