Dataset,Holding_Days,Method,Display,trading_days,rebalances,final_nav,cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,calmar,max_drawdown,avg_drawdown,max_drawdown_days,drawdown_recovery_days,drawdown_count,max_drawdown_duration_pct,downside_deviation,ulcer_index,mean_daily_return,best_day,worst_day,positive_day_ratio,gain_loss_ratio,profit_factor,daily_var_95,daily_cvar_95,daily_var_99,daily_cvar_99,worst_5_percent_avg
us_technology,30,BL,BL,210,7,1.816282272954382,0.8162822729543819,1.0465389427041938,0.4163106251233341,1.9269075052210236,3.0490504941199434,4.495304037924805,-0.2328071547274729,-0.0547929566968786,43,23,22,0.2047619047619047,0.2630956980215401,0.2328071547274729,0.0031833018573547,0.1791662243645783,-0.09757104299695,0.6047619047619047,0.9362763126952736,1.4326155627987924,-0.038591194686138,-0.0570639342327857,-0.07106790917866,-0.0831748599415075,-0.0586450496502105
us_technology,30,MVO,MVO,210,7,1.5039022455366893,0.5039022455366893,0.6317872271409783,0.3249629803505944,1.6682063771954672,2.65778068566988,3.404181525336634,-0.1855915210275109,-0.0441798792906331,46,23,17,0.219047619047619,0.2039691683727741,0.1855915210275109,0.0021512115721162,0.1246550102328456,-0.0692278289811042,0.5904761904761905,0.9461877456796576,1.3642707030729946,-0.030520923816731,-0.0442272520835429,-0.047277668917902,-0.059242534738668,-0.0455225325914959
us_technology,30,EW,EW,210,7,1.390617836532721,0.3906178365327211,0.4854202994207224,0.2899072381643998,1.5083588311057812,2.3315648178252117,2.4846642814335307,-0.195366554366314,-0.0368027104393246,46,23,18,0.219047619047619,0.1875496402860634,0.195366554366314,0.0017352545352649,0.1375802442320714,-0.0734440876503777,0.6285714285714286,0.7963784325279369,1.3477173473549702,-0.0250270673053579,-0.040613800690994,-0.0517628369344159,-0.0648546742398008,-0.0421671785403003
us_technology,30,BLM_LLM__gpt_oss_120b,LLM-BLM (GPT-OSS-120B),210,7,1.5134762060649185,0.5134762060649185,0.6442608531843745,0.3467909451757083,1.606597865147424,2.473770531597632,3.116468138452665,-0.2067278805886498,-0.0458358630033468,46,23,21,0.219047619047619,0.2252244438419777,0.2067278805886498,0.0022109269530625,0.1310108476488201,-0.0802160028751347,0.5571428571428572,1.072012093213096,1.3486603753326047,-0.0313858338775767,-0.0482245931877262,-0.0514824277987397,-0.0685000788835902,-0.0498292597583964
us_technology,30,RelViewBL__gpt_oss_120b,PairBL (GPT-OSS-120B),210,7,1.6779671842547372,0.6779671842547372,0.8609733581306667,0.3627251967945857,1.89286688638755,2.968308570978126,4.136780328412868,-0.2081264388677343,-0.0488522479435737,40,23,23,0.1904761904761904,0.2313069876170695,0.2081264388677343,0.0027245655312336,0.1538902168548267,-0.0837991245919923,0.5857142857142857,1.0023518590880376,1.4171181456072257,-0.0330291332231109,-0.0495301306977879,-0.058459305481489,-0.0723115634758822,-0.0511386945758642
us_technology,60,BL,BL,180,3,1.8075811306826823,0.8075811306826823,1.290534928388784,0.4227427863229255,2.1702874253516184,3.543980326352323,5.543364549510951,-0.2328071547274729,-0.0491261463644987,33,23,22,0.1833333333333333,0.2588821801556302,0.2328071547274729,0.0036407672750585,0.1791662243645783,-0.09757104299695,0.6,1.0033732943130216,1.5050599414695325,-0.033611638048289,-0.0567626631012649,-0.0738199903374911,-0.0886331971504502,-0.0567626631012649
us_technology,60,MVO,MVO,180,3,1.4432657249775274,0.4432657249775273,0.6714170082862168,0.3231796788461943,1.749429109737758,2.864975026451438,3.617713808093043,-0.1855915210275109,-0.0410006010824134,46,23,18,0.2555555555555555,0.1973420126281213,0.1855915210275109,0.0022435711819413,0.1246550102328456,-0.0692278289811042,0.6,0.9273051082967252,1.390957662445088,-0.0291528356906959,-0.0427151786704064,-0.0481624531346306,-0.0652241172946476,-0.0427151786704064
us_technology,60,EW,EW,180,3,1.3489657761194007,0.3489657761194007,0.5205520959424168,0.3014742735480368,1.5389401717093645,2.4167169010319527,2.66448931154499,-0.195366554366314,-0.0361287728323827,46,23,17,0.2555555555555555,0.1919756799407749,0.195366554366314,0.0018410748821427,0.1375802442320714,-0.0734440876503777,0.6222222222222222,0.8275163641713666,1.3629681292234277,-0.0249682285358322,-0.0427133386315915,-0.0561815271576232,-0.0707765451587287,-0.0427133386315915
us_technology,60,BLM_LLM__gpt_oss_120b,LLM-BLM (GPT-OSS-120B),180,3,1.2311439897415652,0.2311439897415652,0.3379269103038151,0.3242965460874908,1.057811364873911,1.6342804700729918,1.668637075030846,-0.2025167217967803,-0.041143570359873,46,23,15,0.2555555555555555,0.2099055690394332,0.2025167217967803,0.0013612879842885,0.1281401381002096,-0.0816436000591055,0.55,1.0024397627513744,1.225204154473902,-0.0287189001260901,-0.0454326307518957,-0.0539044665969837,-0.0759723304329517,-0.0454326307518957
us_technology,60,RelViewBL__gpt_oss_120b,PairBL (GPT-OSS-120B),180,3,1.7833251234305163,0.7833251234305163,1.247619229890741,0.3909066126341775,2.267009173344314,3.669370868421964,5.8633022558111305,-0.2127843961402847,-0.0449623911850802,33,23,21,0.1833333333333333,0.241509759721765,0.2127843961402847,0.0035166225268358,0.1535939379639422,-0.0831386939939569,0.5833333333333334,1.0811834139739864,1.513656779563581,-0.0331792916955111,-0.0523686004075706,-0.0629322291179865,-0.0793461408544046,-0.0523686004075706
