Date,AAPL,MSFT,NVDA,AMD,AVGO,ORCL,CRM,ADBE,QCOM,TXN,AMAT,MU,IBM,CSCO,INTU
2025-01-02,-0.0262359820000041,-0.0069275816432273,0.0299351195790027,-0.0013246432725939,0.0006038980217539,-0.0036605767231391,-0.0109772996369249,-0.0082755975901627,0.0001300728007618,-0.002986419339649,0.0076246475836567,0.0376664053674153,0.0005003507360552,-0.0016891131770209,-0.0090851215322728
2025-01-03,-0.0020094463943381,0.0113956795257916,0.0445376667566037,0.0392937544647897,0.0024571676037312,0.0017468139388254,0.0067744191077534,-0.0236507770425878,0.027271631662864,0.0190425096955497,0.0377738552414383,0.0290850791513712,0.0123215363641424,0.0027256138374713,0.0119461075399616
2025-01-06,0.0067390061668055,0.0106294844174517,0.0343325153963467,0.0333413114269851,0.0165986210300721,-0.003788111244908,-0.0071191773378589,0.0014166926195191,0.0127987056918725,0.0087658881356456,0.043631579975407,0.1044842578893352,8.974293776509157e-05,-0.001528998720553,-0.0080444875353837
2025-01-07,-0.0113877149518634,-0.0128082700903465,-0.0621696239717558,-0.0171362498526239,-0.0328668032442637,-0.0220893918425978,-0.0169426126196305,-0.0198292776524948,0.0041912590339057,0.0001562412145414,0.0019159211050343,0.0266975940082725,0.0057933838611952,0.0027224346530134,-0.0155639444941266
2025-01-08,0.0020230522329021,0.0051849841047191,-0.00021405549675,-0.0431163544664702,0.0029304939394239,0.0068506390527236,0.0060629796992652,-0.0072167576256034,-0.0089708229087361,-0.0028615701845464,-0.0046677360502697,-0.0245314297906168,-0.0034826887674311,0.004581748192012,0.0172562251362602
2025-01-10,-0.0241037884450303,-0.0132135863585678,-0.0299764761212125,-0.0476033781737693,-0.0218046372432948,-0.0506329258794897,-0.0276844585410743,-0.0325563029259942,-0.0132008686395639,-0.0078784923992888,-0.0301713267731701,-0.000704245155281,-0.0153688585744409,-0.0077702730156412,-0.0025279623642668
2025-01-13,-0.01034417252455,-0.0042009383360923,-0.0197190937645291,0.011030668469476,0.0043689879224355,-0.0037541859122691,0.0038383284442409,0.0063558989133827,0.0009554685213879,0.0049435470413103,-0.0046022183284598,-0.0430843668282254,-0.0106939842955626,0.0003403522652658,-0.016377168948774
2025-01-14,-0.0047782003738834,-0.0036433921244166,-0.0110334090014164,-0.0104841745664261,-0.0026188245600869,0.0155277098014572,0.0140095428260249,0.0103059766342181,0.0152741070388962,0.012611877608865,0.0163290425687945,0.0241952890452767,0.0016098864975311,0.0097006315043799,0.0172531988995883
2025-01-15,0.0196758908787861,0.0255970790853481,0.0340012799597686,0.0333362293794723,0.0146862910275638,0.0127951616340169,-0.0073561469630105,0.0110731686143734,0.0305898508834412,0.0207234054434757,0.027238777286733,0.0598809583369912,0.0104707477785301,0.0109556363125926,-0.0037671418800951
2025-01-16,-0.0404001141375641,-0.0040581502324681,-0.0195977481433623,-0.0126708624096942,0.0061842023661986,0.0077694472462708,-0.0036118920871657,0.0231259440297024,-0.0181255862952295,-0.0513391423408023,0.045408762880035,-0.0057177821257669,0.011953035145658,-0.0026675797026216,-0.0228177349795324
