Dataset,Method,Status,trading_days,cumulative_return,annualized_return,annualized_volatility,sharpe,max_drawdown,turnover,transaction_cost_bps,final_nav,mean_daily_return,best_day,worst_day,positive_day_ratio,annualized_downside_deviation,sortino,calmar,daily_var_95,daily_cvar_95
us_technology,BL,success,144.0,0.4955138405709749,1.0224754759181636,0.47393765659649123,1.7241123252788286,-0.25754598208390955,1.0,10.0,1.495513840570975,0.0032425466474276803,0.09043795626772944,-0.09726870794040972,0.6111111111111112,0.31929229742468546,2.559165259364009,3.9700696071625643,-0.043041096702607036,-0.05938039722226563
us_technology,MVO,success,144.0,0.4966491190315825,1.025163027943159,0.43500132717645534,1.8406962696026536,-0.23182518719012302,1.0,10.0,1.4966491190315825,0.003177402064309146,0.08577509734651388,-0.08991183464358998,0.6041666666666666,0.2883975826469534,2.7763940073870215,4.42213825153696,-0.03582295953473057,-0.05272443070079279
us_technology,EW,success,144.0,0.18981003290343246,0.35545731845958173,0.2665472037794748,1.2743872705068853,-0.15771712753311917,1.0,10.0,1.1898100329034325,0.0013479538233562198,0.04010312354104235,-0.06478155292500572,0.5416666666666666,0.18074318698820172,1.8793757548822065,2.253764851156948,-0.02382392980075233,-0.03323822712620425
us_technology,BLM_LLM__gpt_oss_20b,success,144.0,0.4955138405709738,1.022475475918161,0.47393765659649095,1.7241123252788286,-0.2575459820839098,1.0,10.0,1.4955138405709738,0.003242546647427678,0.09043795626772935,-0.09726870794040966,0.6111111111111112,0.31929229742468523,2.559165259364009,3.9700696071625505,-0.04304109670260701,-0.059380397222265596
us_technology,RelViewBL__gpt_oss_20b,success,144.0,0.5848134869034485,1.238524114871851,0.4662480935390242,1.9632601258028946,-0.2567623197890382,1.0,10.0,1.5848134869034485,0.00363240591578089,0.08746599338931177,-0.09536429756238016,0.6041666666666666,0.3119421371413598,2.9344105261482403,4.823620988817405,-0.043460104696241335,-0.0592259317333821
us_technology,BLM_LLM__qwen3_next_80b_a3b_instruct,unavailable,,,,,,,,,,,,,,,,,,
us_technology,RelViewBL__qwen3_next_80b_a3b_instruct,unavailable,,,,,,,,,,,,,,,,,,
us_technology,BLM_LLM__mixtral_8x7b_instruct_v0_1,unavailable,,,,,,,,,,,,,,,,,,
us_technology,RelViewBL__mixtral_8x7b_instruct_v0_1,unavailable,,,,,,,,,,,,,,,,,,
us_financials,BL,success,144.0,0.04993909394458762,0.0890233378567098,0.26026654775537267,0.4576853801097588,-0.20101678941330614,1.0,10.0,1.0499390939445876,0.0004726991819018747,0.04456048310866917,-0.06243855125266495,0.5347222222222222,0.1902646371981019,0.6260763723279039,0.4428651861197071,-0.02856008734085652,-0.03814907194047541
us_financials,MVO,success,144.0,0.07549715866500772,0.13583753912141572,0.2503256343535601,0.6335615470314011,-0.1825708659930002,1.0,10.0,1.0754971586650077,0.0006293519688994379,0.04577063655340862,-0.050339880865401136,0.5555555555555556,0.1783650545050601,0.8891691065985072,0.7440263723491554,-0.027783539498515655,-0.03558537358944858
us_financials,EW,success,144.0,0.08084168569453998,0.14573360325482243,0.18765954889564793,0.8184806984804163,-0.13161892532100095,1.0,10.0,1.08084168569454,0.000609506820065991,0.032466459769986813,-0.03773864197137599,0.5347222222222222,0.13184873058954547,1.164938926373013,1.1072389696192828,-0.019550570543886748,-0.025944500703596243
us_financials,BLM_LLM__gpt_oss_20b,success,144.0,0.0664902407915644,0.11924342018422873,0.23885936381822995,0.5908829217253695,-0.18802137305651367,1.0,10.0,1.0664902407915644,0.0005600711062475345,0.041621062746952604,-0.05409700728089017,0.5416666666666666,0.17362265322474346,0.8129003684310978,0.6342014114979773,-0.02644408175415232,-0.03421490021635375
us_financials,RelViewBL__gpt_oss_20b,success,144.0,0.0911018380082107,0.16483457460869477,0.2569624928551059,0.72223959281264,-0.18128788785098182,1.0,10.0,1.0911018380082107,0.0007364622468563198,0.043857889964172156,-0.06081967135224,0.5763888888888888,0.18594945278169242,0.9980587919539423,0.9092420710653785,-0.028455307009985872,-0.037206431174124144
us_financials,BLM_LLM__qwen3_next_80b_a3b_instruct,unavailable,,,,,,,,,,,,,,,,,,
us_financials,RelViewBL__qwen3_next_80b_a3b_instruct,unavailable,,,,,,,,,,,,,,,,,,
us_financials,BLM_LLM__mixtral_8x7b_instruct_v0_1,unavailable,,,,,,,,,,,,,,,,,,
us_financials,RelViewBL__mixtral_8x7b_instruct_v0_1,unavailable,,,,,,,,,,,,,,,,,,
cross_asset_etfs,BL,success,144.0,0.20909025179817742,0.3941283522804444,0.19715045444700235,1.7851837386146387,-0.09003239038148836,1.0,10.0,1.2090902517981774,0.001396626132298709,0.031058473955585995,-0.05036422161265506,0.5902777777777778,0.14632023799646898,2.4053390710570604,4.377628435837703,-0.02045099607737781,-0.031912743563068946
cross_asset_etfs,MVO,success,144.0,0.06612386966132844,0.11857064338772294,0.24618222405648718,0.5784670638437625,-0.14485510087247444,1.0,10.0,1.0661238696613284,0.0005651123346050928,0.038962729461354755,-0.065438478167617,0.5486111111111112,0.18397419201547371,0.7740667686069016,0.8185465521998327,-0.029543786864072445,-0.037838272371561635
cross_asset_etfs,EW,success,144.0,0.1267469438974198,0.23224249114297324,0.12532232749166072,1.7295881920316913,-0.05447232571694616,1.0,10.0,1.1267469438974198,0.0008601429278869245,0.02031578857520473,-0.03239180058201354,0.6111111111111112,0.09216627932456128,2.3517930789438077,4.263495051593205,-0.014509973276315808,-0.01973312437368335
cross_asset_etfs,BLM_LLM__gpt_oss_20b,success,144.0,0.17200478897750937,0.32015956290754377,0.22476283523756138,1.3492109253511622,-0.12034126340945073,1.0,10.0,1.1720047889775094,0.0012033828290294484,0.032066447318326946,-0.06432840841190389,0.6041666666666666,0.1698454870736296,1.7854608805941266,2.6604304611480485,-0.0227758388367656,-0.03587899844202388
cross_asset_etfs,RelViewBL__gpt_oss_20b,success,144.0,0.11189312561026155,0.20395520615810314,0.20621960792195285,1.0030056835716792,-0.11841586889100408,1.0,10.0,1.1118931256102615,0.0008207914238477857,0.03612532865438867,-0.040137300253577424,0.5486111111111112,0.1444613261858124,1.4317980062262214,1.7223638019819265,-0.0253389135927101,-0.02933007457084115
cross_asset_etfs,BLM_LLM__qwen3_next_80b_a3b_instruct,unavailable,,,,,,,,,,,,,,,,,,
cross_asset_etfs,RelViewBL__qwen3_next_80b_a3b_instruct,unavailable,,,,,,,,,,,,,,,,,,
cross_asset_etfs,BLM_LLM__mixtral_8x7b_instruct_v0_1,unavailable,,,,,,,,,,,,,,,,,,
cross_asset_etfs,RelViewBL__mixtral_8x7b_instruct_v0_1,unavailable,,,,,,,,,,,,,,,,,,
