Dataset,Holding_Days,Method,Display,trading_days,rebalances,final_nav,cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,calmar,max_drawdown,avg_drawdown,max_drawdown_days,drawdown_recovery_days,drawdown_count,max_drawdown_duration_pct,downside_deviation,ulcer_index,mean_daily_return,best_day,worst_day,positive_day_ratio,gain_loss_ratio,profit_factor,daily_var_95,daily_cvar_95,daily_var_99,daily_cvar_99,worst_5_percent_avg
us_technology,30,BL,BL,210,7,1.816282272954382,0.8162822729543819,1.0465389427041938,0.4163106251233341,1.9269075052210236,3.0490504941199434,4.495304037924805,-0.2328071547274729,-0.0547929566968786,43,23,22,0.2047619047619047,0.2630956980215401,0.2328071547274729,0.0031833018573547,0.1791662243645783,-0.09757104299695,0.6047619047619047,0.9362763126952736,1.4326155627987924,-0.038591194686138,-0.0570639342327857,-0.07106790917866,-0.0831748599415075,-0.0586450496502105
us_technology,30,MVO,MVO,210,7,1.5039022455366893,0.5039022455366893,0.6317872271409783,0.3249629803505944,1.6682063771954672,2.65778068566988,3.404181525336634,-0.1855915210275109,-0.0441798792906331,46,23,17,0.219047619047619,0.2039691683727741,0.1855915210275109,0.0021512115721162,0.1246550102328456,-0.0692278289811042,0.5904761904761905,0.9461877456796576,1.3642707030729946,-0.030520923816731,-0.0442272520835429,-0.047277668917902,-0.059242534738668,-0.0455225325914959
us_technology,30,EW,EW,210,7,1.390617836532721,0.3906178365327211,0.4854202994207224,0.2899072381643998,1.5083588311057812,2.3315648178252117,2.4846642814335307,-0.195366554366314,-0.0368027104393246,46,23,18,0.219047619047619,0.1875496402860634,0.195366554366314,0.0017352545352649,0.1375802442320714,-0.0734440876503777,0.6285714285714286,0.7963784325279369,1.3477173473549702,-0.0250270673053579,-0.040613800690994,-0.0517628369344159,-0.0648546742398008,-0.0421671785403003
us_technology,30,BLM_LLM__llama_31_8b,LLM-BLM (Llama-3.1-8B),210,7,1.4441389359205028,0.4441389359205028,0.5542854187411677,0.2820880206178235,1.7036386696271215,2.661842978291713,3.047634471429552,-0.1818739825715284,-0.037281185959484,46,23,15,0.219047619047619,0.1805426030319472,0.1818739825715284,0.00190704785779,0.1208365461804518,-0.0634453228830049,0.6142857142857143,0.8612648716403098,1.3716440548345676,-0.0244828632669452,-0.0390619740785085,-0.0413140988370682,-0.0544544853629002,-0.0404972458659807
us_technology,30,RelViewBL__llama_31_8b,PairBL (Llama-3.1-8B),210,7,1.7641906935331,0.7641906935331,0.9763080157268692,0.3856516138749147,1.957489931033639,3.132197942859083,4.193634069664864,-0.2328071547274727,-0.0546659728180063,43,23,20,0.2047619047619047,0.2410157866197735,0.2328071547274727,0.0029956712343135,0.1791662243645781,-0.0975710429969499,0.6047619047619047,0.9543308602225086,1.4602411957621513,-0.0333507633287118,-0.0512112068924479,-0.0700468774633598,-0.0831748599415075,-0.0529725620204381
us_technology,60,BL,BL,180,3,1.8075811306826823,0.8075811306826823,1.290534928388784,0.4227427863229255,2.1702874253516184,3.543980326352323,5.543364549510951,-0.2328071547274729,-0.0491261463644987,33,23,22,0.1833333333333333,0.2588821801556302,0.2328071547274729,0.0036407672750585,0.1791662243645783,-0.09757104299695,0.6,1.0033732943130216,1.5050599414695325,-0.033611638048289,-0.0567626631012649,-0.0738199903374911,-0.0886331971504502,-0.0567626631012649
us_technology,60,MVO,MVO,180,3,1.4432657249775274,0.4432657249775273,0.6714170082862168,0.3231796788461943,1.749429109737758,2.864975026451438,3.617713808093043,-0.1855915210275109,-0.0410006010824134,46,23,18,0.2555555555555555,0.1973420126281213,0.1855915210275109,0.0022435711819413,0.1246550102328456,-0.0692278289811042,0.6,0.9273051082967252,1.390957662445088,-0.0291528356906959,-0.0427151786704064,-0.0481624531346306,-0.0652241172946476,-0.0427151786704064
us_technology,60,EW,EW,180,3,1.3489657761194007,0.3489657761194007,0.5205520959424168,0.3014742735480368,1.5389401717093645,2.4167169010319527,2.66448931154499,-0.195366554366314,-0.0361287728323827,46,23,17,0.2555555555555555,0.1919756799407749,0.195366554366314,0.0018410748821427,0.1375802442320714,-0.0734440876503777,0.6222222222222222,0.8275163641713666,1.3629681292234277,-0.0249682285358322,-0.0427133386315915,-0.0561815271576232,-0.0707765451587287,-0.0427133386315915
us_technology,60,BLM_LLM__llama_31_8b,LLM-BLM (Llama-3.1-8B),180,3,1.3002403126390358,0.3002403126390358,0.4442190773277223,0.2872615568253941,1.4219934708761248,2.174775973327689,2.077542275461957,-0.2138195128804042,-0.0421690873952874,64,41,14,0.3555555555555555,0.1878281088485578,0.2138195128804042,0.001620968485077,0.1219774793239508,-0.072869109329878,0.5944444444444444,0.9118775244305328,1.3365876043022875,-0.0238558150321151,-0.0431477556875131,-0.0515782595148669,-0.0703342770145498,-0.0431477556875131
us_technology,60,RelViewBL__llama_31_8b,PairBL (Llama-3.1-8B),180,3,1.7867463083242727,0.7867463083242727,1.2536582062503152,0.3926650670667479,2.2651038924484324,3.708219722332022,5.815055819302655,-0.2155883357282466,-0.0434483642770099,38,25,20,0.2111111111111111,0.2398528777798725,0.2155883357282466,0.0035294729041326,0.1596695899594699,-0.0895474001301387,0.5944444444444444,1.039125356031812,1.5231015492521078,-0.0324852830729327,-0.052503932431859,-0.066098188414452,-0.0816033913906044,-0.052503932431859
