Dataset,Method,Date,Daily_Return,Cumulative_Return,NAV
us_financials,MVO,2026-01-02,0.021033613779333573,0.02103361377933366,1.0210336137793337
us_financials,MVO,2026-01-05,0.024954510261967284,0.04651300757220356,1.0465130075722036
us_financials,MVO,2026-01-06,0.006303245506432109,0.0531094359846056,1.0531094359846056
us_financials,MVO,2026-01-07,-0.016866155970680207,0.03534752798309415,1.0353475279830942
us_financials,MVO,2026-01-08,0.0017197244624165536,0.037128040454069255,1.0371280404540693
us_financials,MVO,2026-01-09,-0.002158501677241139,0.03488939783923528,1.0348893978392353
us_financials,MVO,2026-01-12,-0.013503971916500941,0.020914280474129576,1.0209142804741296
us_financials,MVO,2026-01-13,-0.016811957186841225,0.003750713299363717,1.0037507132993637
us_financials,MVO,2026-01-14,-0.011901820926454539,-0.008195747945126342,0.9918042520548737
us_financials,MVO,2026-01-15,0.025282530181243046,0.016879572991336245,1.0168795729913362
us_financials,MVO,2026-01-16,0.0003276526290830035,0.017212756256887563,1.0172127562568876
us_financials,MVO,2026-01-20,-0.03215123748403513,-0.015491892641317562,0.9845081073586824
us_financials,MVO,2026-01-21,0.0053061027218030835,-0.010267991493224438,0.9897320085067756
us_financials,MVO,2026-01-22,0.011396582596159088,0.0010115710897853347,1.0010115710897853
us_financials,MVO,2026-01-23,-0.029659476950408444,-0.02867790853004437,0.9713220914699556
us_financials,MVO,2026-01-26,0.012316571347317354,-0.016714550689229002,0.983285449310771
us_financials,MVO,2026-01-27,-0.00031151368131912695,-0.01702085755933125,0.9829791424406688
us_financials,MVO,2026-01-28,-2.4229819305703388e-05,-0.017044674966333884,0.9829553250336661
us_financials,MVO,2026-01-29,0.009050596701393644,-0.008148342743966919,0.9918516572560331
us_financials,MVO,2026-01-30,0.000884469371782276,-0.007271080331772484,0.9927289196682275
us_financials,MVO,2026-02-02,0.013422146685230337,0.00605347284668456,1.0060534728466846
us_financials,MVO,2026-02-03,0.00036040981144054254,0.0064160643891322255,1.0064160643891322
us_financials,MVO,2026-02-04,-0.0028960285245708886,0.003501454759074818,1.0035014547590748
us_financials,MVO,2026-02-05,-0.02226210834835009,-0.018838603354498606,0.9811613966455014
us_financials,MVO,2026-02-06,0.036014840866739464,0.016497768210277153,1.0164977682102772
us_financials,MVO,2026-02-09,0.008932284072309463,0.025577415034799822,1.0255774150347998
us_financials,MVO,2026-02-10,-0.021286850281986062,0.0037461021483677914,1.0037461021483678
us_financials,MVO,2026-02-11,-0.023663667522150992,-0.020006211889526226,0.9799937881104738
us_financials,MVO,2026-02-12,-0.035081511244208705,-0.05438587498637848,0.9456141250136215
us_financials,MVO,2026-02-13,0.0024055491075210844,-0.05211115377189268,0.9478888462281073
us_financials,MVO,2026-02-17,0.00767024747175848,-0.0448406117456035,0.9551593882543965
us_financials,MVO,2026-02-18,0.018421002178412728,-0.027245618573837782,0.9727543814261622
us_financials,MVO,2026-02-19,-0.012170923810427354,-0.03908493803643498,0.960915061963565
us_financials,MVO,2026-02-20,0.00801758900384003,-0.03138071600201153,0.9686192839979885
us_financials,MVO,2026-02-23,-0.04532714132819482,-0.07528545918100327,0.9247145408189967
us_financials,MVO,2026-02-24,0.006486061737900884,-0.06928770357931668,0.9307122964206833
us_financials,MVO,2026-02-25,0.030413764194623487,-0.040981239262941616,0.9590187607370584
us_financials,MVO,2026-02-26,0.01243410993045128,-0.029056694566571895,0.9709433054334281
us_financials,MVO,2026-02-27,-0.050339880865401136,-0.07793386488914944,0.9220661351108506
us_financials,MVO,2026-03-02,0.0030597637184303942,-0.0751125603829439,0.9248874396170561
us_financials,MVO,2026-03-03,-0.0012148357987581731,-0.07623614675441248,0.9237638532455875
us_financials,MVO,2026-03-04,0.0074101635992955255,-0.06939090547474702,0.930609094525253
us_financials,MVO,2026-03-05,-0.020853723951406087,-0.08879757063864457,0.9112024293613554
us_financials,MVO,2026-03-06,-0.01791989589202006,-0.10512622330935584,0.8948737766906442
us_financials,MVO,2026-03-09,-0.0027566621486315094,-0.10759308797736178,0.8924069120226382
us_financials,MVO,2026-03-10,0.00020064976870972468,-0.1074140267368695,0.8925859732631305
us_financials,MVO,2026-03-11,-0.007260090338706214,-0.11389428153782188,0.8861057184621781
us_financials,MVO,2026-03-12,-0.028510575729638835,-0.13915766572850385,0.8608423342714961
us_financials,MVO,2026-03-13,0.0025786066578015465,-0.13693789195403394,0.8630621080459661
us_financials,MVO,2026-03-16,0.011383111295679255,-0.12711355992306317,0.8728864400769368
us_financials,MVO,2026-03-17,0.008646680344984456,-0.1195659898982464,0.8804340101017536
us_financials,MVO,2026-03-18,-0.0010727705627444832,-0.12051049358672261,0.8794895064132774
us_financials,MVO,2026-03-19,0.0030741652221843124,-0.11780679753283074,0.8821932024671693
us_financials,MVO,2026-03-20,0.006643758553004845,-0.11194571889853677,0.8880542811014632
us_financials,MVO,2026-03-23,0.01461678089368769,-0.09896522404997532,0.9010347759500247
us_financials,MVO,2026-03-24,0.009478662412321513,-0.09042461958698322,0.9095753804130168
us_financials,MVO,2026-03-25,0.00403134825340928,-0.08675780446581105,0.913242195534189
us_financials,MVO,2026-03-26,-0.015373161475896678,-0.10079722420436055,0.8992027757956395
us_financials,MVO,2026-03-27,-0.029942488536627235,-0.12772159301072494,0.8722784069892751
us_financials,MVO,2026-03-30,0.00323875658804415,-0.12489649557347982,0.8751035044265202
us_financials,MVO,2026-03-31,0.03652515378717513,-0.09293320549460526,0.9070667945053947
us_financials,MVO,2026-04-01,0.008171771229667125,-0.08552086315987961,0.9144791368401204
us_financials,MVO,2026-04-02,-0.00044328203755714774,-0.08592623533496158,0.9140737646650384
us_financials,MVO,2026-04-06,0.007941135651244987,-0.07866745157451238,0.9213325484254876
us_financials,MVO,2026-04-07,-0.00011645957407079831,-0.07877474957067954,0.9212252504293205
us_financials,MVO,2026-04-08,0.04577063655340862,-0.036609683449456365,0.9633903165505436
us_financials,MVO,2026-04-09,0.008893342371841063,-0.02804192352665602,0.971958076473344
us_financials,MVO,2026-04-10,-0.006017378437318514,-0.03389056309800431,0.9661094369019957
us_financials,MVO,2026-04-13,0.012239966926742934,-0.022065415542709577,0.9779345844572904
us_financials,MVO,2026-04-14,0.004315872719209862,-0.01784477434847853,0.9821552256515215
us_financials,MVO,2026-04-15,0.007624072761648972,-0.010356751444877577,0.9896432485551224
us_financials,MVO,2026-04-16,-0.013659408098746332,-0.02387469244906104,0.976125307550939
us_financials,MVO,2026-04-17,0.013079361697968063,-0.01110759648906201,0.988892403510938
us_financials,MVO,2026-04-20,0.009762416060133549,-0.0014536174072827812,0.9985463825927172
us_financials,MVO,2026-04-21,-0.011506018308973248,-0.012942910367753635,0.9870570896322464
us_financials,MVO,2026-04-22,-0.003610020209829447,-0.01650620640958156,0.9834937935904184
us_financials,MVO,2026-04-23,-0.010501935649630662,-0.026834794941679285,0.9731652050583207
us_financials,MVO,2026-04-24,-0.009712719237218382,-0.036286875349840764,0.9637131246501592
us_financials,MVO,2026-04-27,0.013548574715370422,-0.023229936076334945,0.976770063923665
us_financials,MVO,2026-04-28,-0.002446690053453928,-0.02561978967624845,0.9743802103237515
us_financials,MVO,2026-04-29,-0.008625674731292597,-0.03402447643510964,0.9659755235648904
us_financials,MVO,2026-04-30,0.01113633476001503,-0.023267049634710157,0.9767329503652898
us_financials,MVO,2026-05-01,-0.003162442163340307,-0.026355911099269047,0.973644088900731
us_financials,MVO,2026-05-04,-0.012936807134921862,-0.03895175689543451,0.9610482431045655
us_financials,MVO,2026-05-05,0.00946596697411298,-0.02985450596567729,0.9701454940343227
us_financials,MVO,2026-05-06,0.011886940059232687,-0.018322444629356616,0.9816775553706434
us_financials,MVO,2026-05-07,-0.012837793766784652,-0.030925018630686196,0.9690749813693138
us_financials,MVO,2026-05-08,-0.010247631775861181,-0.04085574220295851,0.9591442577970415
us_financials,MVO,2026-05-11,-0.009795956343869233,-0.05025147747981118,0.9497485225201888
us_financials,MVO,2026-05-12,0.009801164815921531,-0.040942835676912814,0.9590571643230872
us_financials,MVO,2026-05-13,-0.0051804211065910885,-0.04591115565339954,0.9540888443466005
us_financials,MVO,2026-05-14,0.004961566466921733,-0.041177380436825284,0.9588226195631747
us_financials,MVO,2026-05-15,-0.004973663243863949,-0.04594624125713198,0.954053758742868
us_financials,MVO,2026-05-18,0.003742180864742763,-0.04237599953722837,0.9576240004627716
us_financials,MVO,2026-05-19,-0.014683250320127126,-0.05643703244858478,0.9435629675514152
us_financials,MVO,2026-05-20,0.028453124676316294,-0.029589717692889428,0.9704102823071106
us_financials,MVO,2026-05-21,0.004129413410167596,-0.02558249245976585,0.9744175075402342
us_financials,MVO,2026-05-22,0.004549698308967675,-0.021149186773481543,0.9788508132265185
us_financials,MVO,2026-05-26,0.0022212720657436343,-0.018974892805530885,0.9810251071944691
us_financials,MVO,2026-05-27,-0.010848493645584037,-0.029617537447088504,0.9703824625529115
us_financials,MVO,2026-05-28,0.00038430408992687565,-0.029244615497936,0.970755384502064
us_financials,MVO,2026-05-29,0.013531944879735218,-0.016108407143147874,0.9838915928568521
us_financials,MVO,2026-06-01,0.007337805768860093,-0.00888880173715001,0.99111119826285
us_financials,MVO,2026-06-02,0.011370174446240498,0.0023803054827209458,1.002380305482721
us_financials,MVO,2026-06-03,-0.01599651283968221,-0.013654283944177892,0.9863457160558221
us_financials,MVO,2026-06-04,0.035698790369103915,0.021557065004762732,1.0215570650047627
us_financials,MVO,2026-06-05,-0.014412452890426143,0.006833921930499587,1.0068339219304996
us_financials,MVO,2026-06-08,-0.001354373151457053,0.005470293098660761,1.0054702930986608
us_financials,MVO,2026-06-09,0.004176449381172464,0.009669588882059932,1.00966958888206
us_financials,MVO,2026-06-10,-0.01426144545064098,-0.004729758882952684,0.9952702411170473
us_financials,MVO,2026-06-11,0.020473738239842103,0.015647143511582362,1.0156471435115824
us_financials,MVO,2026-06-12,0.017881982539735164,0.033808927998388416,1.0338089279983884
us_financials,MVO,2026-06-15,0.012459459875652206,0.046689628855875354,1.0466896288558754
us_financials,MVO,2026-06-16,0.022617205735088318,0.07036282353249201,1.070362823532492
us_financials,MVO,2026-06-17,0.005322720078388264,0.07606006522446873,1.0760600652244687
us_financials,MVO,2026-06-18,-0.01162272719685399,0.06355331263893582,1.0635533126389358
us_financials,MVO,2026-06-22,0.011935251160833963,0.07624708854821849,1.0762470885482185
us_financials,MVO,2026-06-23,-0.0020186415294341322,0.07407453147934251,1.0740745314793425
us_financials,MVO,2026-06-24,-0.008334408258888133,0.06512275583351967,1.0651227558335197
us_financials,MVO,2026-06-25,0.002668415404185592,0.06796494580253443,1.0679649458025344
us_financials,MVO,2026-06-26,-0.018818556126544157,0.047867387528767846,1.0478673875287678
us_financials,MVO,2026-06-29,-0.0011569370813314828,0.04665507089181786,1.0466550708918179
us_financials,MVO,2026-06-30,-0.006974417551547771,0.03935526139497347,1.0393552613949735
us_financials,MVO,2026-07-01,0.019404364953970438,0.059523290203910895,1.059523290203911
us_financials,MVO,2026-07-02,0.0028554137602240484,0.06254866758603717,1.0625486675860372
us_financials,MVO,2026-07-06,0.025577069291526776,0.08972554848250458,1.0897255484825046
us_financials,MVO,2026-07-07,-0.005735309917090757,0.08347563473738573,1.0834756347373857
us_financials,MVO,2026-07-08,-0.022706604069317033,0.05887358248065189,1.0588735824806519
us_financials,MVO,2026-07-09,0.01981556700161986,0.07985576290054253,1.0798557629005425
us_financials,MVO,2026-07-10,0.0046507681887166235,0.0848779217310427,1.0848779217310427
us_financials,MVO,2026-07-13,-0.0021130809632668177,0.08258548684716449,1.0825854868471645
us_financials,MVO,2026-07-14,0.010488742001905402,0.09394044671371149,1.0939404467137115
us_financials,MVO,2026-07-15,0.013728387504406357,0.10895848507294059,1.1089584850729406
us_financials,MVO,2026-07-16,-0.0162155100612917,0.09097615760068556,1.0909761576006856
us_financials,MVO,2026-07-17,-0.014744506111529975,0.0748902529774087,1.0748902529774087
us_financials,MVO,2026-07-20,-0.007731849519081115,0.06657936329186032,1.0665793632918603
us_financials,MVO,2026-07-21,0.014359153856390265,0.08189454046941891,1.081894540469419
us_financials,MVO,2026-07-22,-0.000546904753535094,0.08130284720241243,1.0813028472024124
us_financials,MVO,2026-07-23,-0.005554693881165677,0.07529654089337012,1.0752965408933701
us_financials,MVO,2026-07-24,0.002176967740038917,0.07763742677387042,1.0776374267738704
us_financials,MVO,2026-07-27,0.007728008660279801,0.08596541814062042,1.0859654181406204
us_financials,MVO,2026-07-28,0.0009897040073932799,0.08704020246684463,1.0870402024668446
us_financials,MVO,2026-07-29,-0.033670676577074274,0.050438823383306186,1.0504388233833062
us_financials,MVO,2026-07-30,0.023855111524717212,0.07549715866500772,1.0754971586650077
