Method,Display,trading_days,rebalances,final_nav,cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,calmar,max_drawdown,avg_drawdown,max_drawdown_days,drawdown_recovery_days,drawdown_count,max_drawdown_duration_pct,downside_deviation,ulcer_index,mean_daily_return,best_day,worst_day,positive_day_ratio,gain_loss_ratio,profit_factor,daily_var_95,daily_cvar_95,daily_var_99,daily_cvar_99,worst_5_percent_avg
BL,BL,180,3,1.1912977724164322,0.1912977724164322,0.2776987255052634,0.30533696824896167,0.9556416148840996,1.328719429045842,1.4898165566177148,-0.18639793219623924,-0.035533942012919255,46,25,14,0.25555555555555554,0.21960446053745905,0.18639793219623924,0.001157907592941479,0.10644735170503579,-0.09531933694074932,0.5777777777777777,0.8799229752050192,1.2041051239647629,-0.027011727225058534,-0.04916720190919965,-0.056092583505479104,-0.08489472470198343,-0.049167201909199654
MVO,MVO,180,3,1.1221151871090034,0.12211518710900338,0.17503936574193646,0.27063652080738304,0.7316655625745234,0.9908243538466119,1.0027943818280087,-0.17455160191748842,-0.032338933160259146,32,25,13,0.17777777777777778,0.1998491674947264,0.17455160191748842,0.0007857754851180381,0.09362038255124323,-0.08181964074123896,0.5833333333333334,0.8244110360791503,1.1541754505108104,-0.02605653113979747,-0.044749360607668404,-0.052526295327015145,-0.07834071754262435,-0.044749360607668404
EW,EW,180,3,1.1200139922995278,0.1200139922995278,0.17196010408810491,0.2351929763379382,0.7925980627516169,1.0718726104692184,1.1369312330736416,-0.15124934480269192,-0.027908408452721037,32,23,14,0.17777777777777778,0.1739138546852439,0.15124934480269192,0.0007397361008660186,0.08039348355163563,-0.07215900634677935,0.5722222222222222,0.8735956654175967,1.1685760199741877,-0.02061069509617712,-0.0386473991205521,-0.04699403826803844,-0.07044702418480117,-0.03864739912055211
BLM_LLM__gpt_oss_20b,LLM-BLM (Gpt Oss 20B),180,3,1.0890081028914171,0.08900810289141714,0.12679148301592336,0.26645699600136935,0.5810463932536731,0.7992199858310924,0.7564145981919173,-0.16762167641792902,-0.031074075567866174,35,25,9,0.19444444444444445,0.193718724792406,0.16762167641792902,0.0006143804622373175,0.10074180289472737,-0.08391120284215159,0.5666666666666667,0.860152521293195,1.124814835537255,-0.02426046631176092,-0.043623381890290996,-0.05007526660336833,-0.07750410072008557,-0.043623381890290996
RelViewBL__gpt_oss_20b,PairBL (Gpt Oss 20B),180,3,1.206428524654076,0.20642852465407602,0.3004756828283557,0.29381490979506947,1.0417236242936876,1.4368114523072117,1.6823054280093854,-0.17860947116118997,-0.03463788640425269,32,25,18,0.17777777777777778,0.21302303250141372,0.17860947116118997,0.0012145790980287406,0.09976453814184405,-0.0906498425614661,0.6,0.8154599317855981,1.223189897678397,-0.02624478424344549,-0.04776857075545275,-0.057361049725575174,-0.0819096456788968,-0.04776857075545276
