Dataset,Method,Date,Daily_Return,Cumulative_Return,NAV
us_technology,MVO,2026-01-02,0.028801199993726153,0.0288011999937261,1.028801199993726
us_technology,MVO,2026-01-05,0.0032593440717609734,0.03215441708594624,1.0321544170859462
us_technology,MVO,2026-01-06,0.020499811206057424,0.053313387771706466,1.0533133877717065
us_technology,MVO,2026-01-07,-0.008591441486739765,0.04426390743346631,1.0442639074334663
us_technology,MVO,2026-01-08,-0.021436859105878055,0.021878169180461482,1.0218781691804615
us_technology,MVO,2026-01-09,0.028774834118611536,0.05128254398805976,1.0512825439880598
us_technology,MVO,2026-01-12,0.016935015063825446,0.0690860297068343,1.0690860297068343
us_technology,MVO,2026-01-13,0.0013034250773384108,0.07047950324778651,1.0704795032477865
us_technology,MVO,2026-01-14,-0.011569786110987926,0.05809428435901309,1.058094284359013
us_technology,MVO,2026-01-15,0.010178732811258303,0.06886434336862313,1.0688643433686231
us_technology,MVO,2026-01-16,0.025622280875485563,0.09625108579220543,1.0962510857922054
us_technology,MVO,2026-01-20,-0.03063404197050965,0.06266848401983016,1.0626684840198302
us_technology,MVO,2026-01-21,0.027315233781115358,0.09169552209265519,1.0916955220926552
us_technology,MVO,2026-01-22,0.0034100583450626487,0.09541826751803484,1.0954182675180348
us_technology,MVO,2026-01-23,0.004069675714815872,0.09987626463891885,1.0998762646389189
us_technology,MVO,2026-01-26,-0.0038907583898922554,0.09559691183443153,1.0955969118344315
us_technology,MVO,2026-01-27,0.014737019397247988,0.11174274477570068,1.1117427447757007
us_technology,MVO,2026-01-28,0.0129419128592608,0.12613082250050311,1.1261308225005031
us_technology,MVO,2026-01-29,0.007029912850448297,0.13404742404088532,1.1340474240408853
us_technology,MVO,2026-01-30,-0.029415333224993293,0.1006890411697774,1.1006890411697774
us_technology,MVO,2026-02-02,0.013923819529585395,0.1160148367372178,1.1160148367372178
us_technology,MVO,2026-02-03,-0.03551074973726179,0.07638431316677141,1.0763843131667714
us_technology,MVO,2026-02-04,-0.06892735536860538,0.0021919890999331226,1.0021919890999331
us_technology,MVO,2026-02-05,-0.008464434196245103,-0.006290999043807255,0.9937090009561927
us_technology,MVO,2026-02-06,0.05813837312344506,0.051481625629909766,1.0514816256299098
us_technology,MVO,2026-02-09,0.021989173449713975,0.07460283747507312,1.0746028374750731
