Date,PairBL_GPT-OSS-20B,BL,PairBL_GPT-OSS-120B,PairBL_Llama-3.1-8B,PairBL_Llama-3.1-70B
2025-03-04,1.000308895971306,1.0053092656880174,0.9973912238484816,1.0053092656880174,1.0053092656880174
2025-03-05,1.0179041635827426,1.0258413101194472,1.0195739255142056,1.0258413101194472,1.0258413101194472
2025-03-06,0.981835391262806,0.9826824131013292,0.9741560109730742,0.9826824131013294,0.9826824131013292
2025-03-07,1.010546757927996,1.0181864024484777,1.0003180224980164,1.0181864024484777,1.0181864024484777
2025-03-10,0.9701560016443138,0.9712772892603884,0.952664277338576,0.9712772892603884,0.9712772892603884
2025-03-11,0.9693533809978916,0.9739575807975364,0.9622260845480004,0.9739575807975364,0.9739575807975364
2025-03-12,0.992502885170397,1.0097295968050672,1.0010653895668475,1.009729596805067,1.0097295968050672
2025-03-13,0.9603638334458188,0.9999417911147028,0.9823000349333306,0.9999417911147026,0.9999417911147028
2025-03-14,0.9874231469702054,1.0362188408300923,1.0155144334341024,1.036218840830092,1.0362188408300923
2025-03-17,0.994069174967692,1.0462594054873835,1.0255872597711808,1.0462594054873833,1.0462594054873835
2025-03-18,0.9714582721490151,1.0257201352130276,1.0061176833326773,1.0257201352130274,1.0257201352130276
2025-03-19,0.9862879552190345,1.0436406262392235,1.0219325799385817,1.0436406262392233,1.0436406262392235
2025-03-20,0.9789394744001718,1.0440011659784505,1.0214368738349753,1.0440011659784505,1.0440011659784505
2025-03-21,0.979753283964406,1.0264653262498171,1.0095857116706013,1.0264653262498171,1.0264653262498171
2025-03-24,0.9947737929071306,1.0531619958389546,1.032389922027782,1.0531619958389544,1.0531619958389546
2025-03-25,0.9968865503195103,1.0446840165406488,1.0274291652234708,1.0446840165406486,1.0446840165406488
2025-03-26,0.9710661766692132,1.009585082728985,0.9925637567419524,1.0095850827289847,1.009585082728985
2025-03-27,0.9574221913734412,0.9890775987898984,0.9750987523817728,0.9890775987898984,0.9890775987898984
2025-03-28,0.9361357551867974,0.9641661777031338,0.949899775308792,0.9641661777031338,0.9641661777031338
2025-03-31,0.9366029445700595,0.958174728975596,0.945706642782795,0.958174728975596,0.958174728975596
2025-04-01,0.9444292101376632,0.9659947388273178,0.9550402864633996,0.9659947388273178,0.9659947388273178
2025-04-02,0.9540732578344728,0.975215603524412,0.9647467311079658,0.975215603524412,0.975215603524412
2025-04-03,0.9013962401606692,0.8800627999416349,0.8839017995881321,0.880062799941635,0.8800627999416349
2025-04-04,0.8486946005603163,0.8099258859307481,0.8183974938303628,0.8099258859307483,0.8099258859307481
2025-04-07,0.8532489846409079,0.8316824969842945,0.8337597797973504,0.8316824969842946,0.8316824969842945
2025-04-08,0.8438418799240558,0.8079783481205809,0.8175222840332019,0.807978348120581,0.8079783481205809
2025-04-09,0.9447017530177048,0.9527407781216743,0.9433309656067246,0.9527407781216742,0.9527407781216743
2025-04-10,0.9049163898722562,0.8838974582202382,0.8876485535995792,0.8838974582202381,0.8838974582202382
2025-04-11,0.9241118498720322,0.9120833498022954,0.9041554135168955,0.9120833498022952,0.9120833498022954
2025-04-14,0.9263866781660391,0.914755050590699,0.9087604859606836,0.9147550505906988,0.914755050590699
2025-04-15,0.9290433522117482,0.9180575775869422,0.9110815163937056,0.9173685455183216,0.9180575775869422
2025-04-16,0.8922084332378749,0.8792437750877778,0.8765489524496018,0.8852190944101734,0.8792437750877778
2025-04-17,0.8859235489314121,0.8699593480175852,0.8675672077834561,0.8792751369180025,0.8699593480175852
2025-04-21,0.8616233942637286,0.8473988547398675,0.8394651155165566,0.8559178324849214,0.8473988547398675
2025-04-22,0.8832862547844837,0.8682681612570029,0.861687384852989,0.8776663444403477,0.8682681612570029
2025-04-23,0.9115469292858898,0.8996356831988898,0.8909561398384064,0.9083569198465464,0.8996356831988898
2025-04-24,0.9496738138295427,0.9443580387892124,0.933218563224303,0.951495043287198,0.9443580387892124
2025-04-25,0.9703522763245792,0.9644464628129904,0.9545843914722858,0.9696695211880982,0.9644464628129904
2025-04-28,0.9639381067589016,0.9585023482250448,0.950456607453509,0.9625002659996318,0.9585023482250448
2025-04-29,0.961850241984167,0.952889400551138,0.9486695480444228,0.9577902578196776,0.952889400551138
2025-04-30,0.9675105875705838,0.9583786863849628,0.9533473549145204,0.962038375166117,0.9583786863849628
2025-05-01,0.9715991675059656,0.954806448410186,0.9659195041028916,0.9668812511924908,0.954806448410186
2025-05-02,0.9980619196360302,0.9859282132697372,0.9927170235303489,0.9908449505883592,0.9859282132697372
2025-05-05,0.998027918334452,0.9832585853775612,0.9896094470987667,0.9819215574820864,0.9832585853775612
2025-05-06,0.9918068981354063,0.977641518228699,0.9854693028737554,0.977051144351376,0.977641518228699
2025-05-07,1.0112091915239492,1.000459404079379,1.0042162811302195,0.9972220399435148,1.000459404079379
2025-05-08,1.0223014434215254,1.0112627231397835,1.014515531159452,1.009430269721601,1.0112627231397835
2025-05-09,1.0235918965012782,1.013342579570676,1.0150640841081426,1.0157831955447003,1.013342579570676
2025-05-12,1.0758212019871507,1.0745690416588698,1.0692931060254067,1.079054348065341,1.0745690416588698
2025-05-13,1.1069343801517708,1.1135706488647543,1.1065518736148725,1.109632103048533,1.1135706488647543
2025-05-14,1.1201083263086884,1.1286965235927178,1.1204161804591664,1.1125715336845805,1.1286965235927178
2025-05-15,1.1188029630861178,1.1224670642649306,1.1150335392116648,1.115271829881207,1.1224670642649306
2025-05-16,1.126308771024763,1.119753644012118,1.1269170461964797,1.1115278642897293,1.119753644012118
2025-05-19,1.1256777435695415,1.120183261550438,1.1254192956535731,1.1133868256725885,1.120183261550438
2025-05-20,1.120526337942421,1.117123973102114,1.1215999963196035,1.11091760237599,1.117123973102114
2025-05-21,1.101424478076695,1.0980411325803583,1.1039513043571685,1.0907149180247877,1.0980411325803583
2025-05-22,1.099174613533029,1.090711183089022,1.1027848069489017,1.086093554227094,1.090711183089022
2025-05-23,1.1007135666460686,1.078213561963885,1.0883599130055974,1.0837654538300203,1.078213561963885
2025-05-27,1.135844274703089,1.1119026902716505,1.1200956107613176,1.1199296471924132,1.1119026902716505
2025-05-28,1.1333728334366215,1.1108367280790248,1.1202837473127636,1.1226791170219217,1.1108367280790248
2025-05-29,1.138713686392846,1.11735874109668,1.1263664030716676,1.1279394360358832,1.11735874109668
2025-05-30,1.1236207580793198,1.1004642931146886,1.110819223275542,1.114072055872658,1.1004642931146886
2025-06-02,1.14634865830799,1.122919989913236,1.1288569675218534,1.136338246374992,1.122919989913236
2025-06-03,1.1772774760142328,1.1532349326350473,1.1589307106561515,1.167594108152359,1.1532349326350473
2025-06-04,1.1839084706201362,1.1601276404472662,1.1664155687566549,1.175723212679557,1.1601276404472662
2025-06-05,1.1868224627270798,1.1616991809267785,1.1720487647616191,1.1789514021123442,1.1616991809267785
2025-06-06,1.1918021831390069,1.16625732538471,1.1776689417073731,1.1837503245297727,1.16625732538471
2025-06-09,1.2149038693778629,1.1902258339854777,1.1996827300422763,1.2059791331740952,1.1902258339854777
2025-06-10,1.2318836799697477,1.208174388722996,1.2183239290195012,1.2218120553540546,1.208174388722996
2025-06-11,1.2346950010248392,1.2114388742553226,1.2223810165468214,1.2227612709044793,1.2114388742553226
2025-06-12,1.2624456888277569,1.230307174422982,1.245388097330835,1.2508234263818467,1.230307174422982
2025-06-13,1.2549691002172518,1.2167504859697007,1.230994047841742,1.2436331907921312,1.2167504859697007
2025-06-16,1.2893492452754456,1.252093654323948,1.2544852524876604,1.2786659791938288,1.252093654323948
2025-06-17,1.2810354216911486,1.243924235638791,1.2437979970840958,1.2714034521895925,1.243924235638791
2025-06-18,1.2866145331286314,1.248203831690806,1.2491550973938366,1.2780482895822802,1.248203831690806
2025-06-20,1.2780303006154154,1.240624472192802,1.239285399635041,1.2713462383261946,1.240624472192802
2025-06-23,1.2871137020701648,1.2496227209994466,1.2493234356043978,1.2808992289278271,1.2496227209994466
2025-06-24,1.3411862654598488,1.3006851572753462,1.2916877135219156,1.3353723430553175,1.3006851572753462
