Date,PairBL_GPT-OSS-20B,LLM_BLM_GPT-OSS-20B,BL,PairBL_GPT-OSS-120B,LLM_BLM_GPT-OSS-120B,PairBL_Llama-3.1-8B,LLM_BLM_Llama-3.1-8B,PairBL_Llama-3.1-70B,LLM_BLM_Llama-3.1-70B
2025-03-04,0.9498911316828126,0.9655159294833696,0.9491214591955816,0.9484185701866163,0.9565038393293156,0.9657848627352508,0.9697503016627266,0.9491214591955816,0.9623942965235
2025-03-05,0.9595520766498672,0.9751703728244344,0.9590635520228752,0.9581262748646604,0.9628351281979458,0.9764546573473338,0.982083814369163,0.9590635520228752,0.972851624751122
2025-03-06,0.93022840053601,0.9547258665816752,0.9268552959327953,0.928037723571074,0.9440766814023994,0.9599056814054148,0.9630864798529284,0.9268552959327953,0.9504054423019052
2025-03-07,0.9219748846034864,0.9518659082920206,0.9159487228323824,0.9183450166820916,0.9413727246928654,0.9555263254245596,0.958415912090532,0.9159487228323824,0.9443742610136284
2025-03-10,0.8734220710690969,0.9322888031170014,0.8690453541004328,0.8726795768245436,0.911391174648742,0.9310705651518808,0.9408113142974784,0.8690453541004328,0.9078592055118464
2025-03-11,0.8724919531724583,0.927642890714546,0.8680635492514926,0.8713999700060333,0.906307899475734,0.9290316302521272,0.9394044871887056,0.8680635492514926,0.8996013141317707
2025-03-12,0.8838191401954963,0.9325609248896978,0.8805442639684976,0.8825865872530473,0.914269524952482,0.9325854542527182,0.9418884869436672,0.8805442639684976,0.906136139477806
2025-03-13,0.8692789308033768,0.9269098167470184,0.8664839549877694,0.8688359646391141,0.9058882357312265,0.9267746022038976,0.9369357307839876,0.8664839549877694,0.8942492648494874
2025-03-14,0.8960519209073707,0.9481865451827222,0.8941804778769763,0.8956260787576139,0.9258826632383124,0.950555992856919,0.9588194911514965,0.8941804778769763,0.919946536635514
2025-03-17,0.8997350207988628,0.9544956940375358,0.8972109606237633,0.899605851175256,0.9280503130242468,0.965990339411682,0.9674750257306042,0.8972109606237633,0.9325499394221476
