Date,PairBL_GPT-OSS-20B,LLM_BLM_GPT-OSS-20B,BL,PairBL_GPT-OSS-120B,LLM_BLM_GPT-OSS-120B,PairBL_Llama-3.1-8B,LLM_BLM_Llama-3.1-8B,PairBL_Llama-3.1-70B,LLM_BLM_Llama-3.1-70B
2025-03-04,0.9979849558235944,0.9987722037828276,0.9953559383403155,0.9987480769385744,0.9971848119328214,0.9940724378039696,0.998937891247728,0.9953559383403155,0.998181466545542
2025-03-05,1.0031859434741794,1.0099171338958135,1.0118527730765552,1.004155502169821,1.0044797890657335,1.003306408560081,1.001923089713188,1.0118527730765552,1.005607514247275
2025-03-06,0.9917880565075852,1.0018837112239125,0.9987786217948404,1.0000065684459207,0.9968674388393656,0.9905449384204982,0.9951618188674762,0.9987786217948404,0.9990014473839094
2025-03-07,0.99665180443628,1.0034291919589122,1.0033860147356657,1.000398520830666,0.9980532965305852,0.9963147746420564,0.9969227648773102,1.0033860147356657,1.001295398733507
2025-03-10,0.976257448105263,0.994347674572362,0.978426902460344,0.9958630058503388,0.9921146331655386,0.9724625942463516,0.99259423560269,0.978426902460344,0.9911770185753682
2025-03-11,0.9823627175123006,0.9975700066858856,0.9805876871762356,0.998540483452794,0.9935707472909568,0.974316400829023,0.9942853965601242,0.9805876871762356,0.99585135523573
2025-03-12,0.9897673210555598,0.999256309359682,0.9860375236698228,0.9998995400185664,0.994495207788825,0.9814463590460152,0.9946222435451088,0.9860375236698228,0.9979426823423908
2025-03-13,0.9853257794571572,1.0020515700270225,0.9784335960374604,1.005985232489652,0.9979576577446786,0.97229519157789,0.9957338702092944,0.9784335960374604,1.0010334743897924
2025-03-14,0.9973427770504144,1.0086963926162744,0.9950681057980426,1.0077373698026115,1.002409210060083,0.9876947005040966,0.9996030109872538,0.9950681057980426,1.0073191861509505
2025-03-17,1.004221949914447,1.0173678833646376,1.004489285152494,1.0121785278275142,1.009110991744891,0.9955132866973564,1.005118480095583,1.004489285152494,1.0142234170390787
2025-03-18,0.9994088287830633,1.018280745893521,0.9972947390733388,1.0146429666503562,1.0108957248356307,0.9882575871185764,1.0061496805267065,0.9972947390733388,1.014908613192146
2025-03-19,1.0065784608483026,1.020963332605904,1.0048224978484914,1.018045895514332,1.0136480745477126,0.9957877282329416,1.0099302130735146,1.0048224978484914,1.0202109472746972
2025-03-20,1.0061632433282726,1.0170214006928469,0.99991436338153,1.0152923004336312,1.0108721116959316,0.9944494566397104,1.0088798364643163,0.99991436338153,1.0167461646573537
2025-03-21,1.001720696252956,1.0092141216670651,0.9960719198534824,1.0093360638197115,1.003459409080419,0.991333205067874,1.0029506438603963,0.9960719198534824,1.009297856950269
2025-03-24,1.0130596055558116,1.0090293141125966,1.0085106443779936,1.005551309735555,1.0020135598081537,1.0049263880094823,1.003856825688227,1.0085106443779936,1.0106286587223463
2025-03-25,1.0172765695188386,1.0113815735349156,1.0121248063348145,1.0105070194030263,1.0052309751099957,1.0089799553478511,1.0054429064817174,1.0121248063348145,1.0147151104113656
2025-03-26,1.0118078052485586,1.0077590786855155,1.0033858616899165,1.005798567776686,1.001657302930555,1.0019442543394734,1.003968322780856,1.0033858616899165,1.0092040562405893
2025-03-27,1.016172586476632,1.0136560955425642,1.0057822174168338,1.011111951137681,1.0067975014306318,1.0037411404308014,1.0080128977552327,1.0057822174168338,1.0146034157841113
2025-03-28,1.0038099739641522,1.012315333604452,0.9878388513345284,1.0133926318876831,1.0086396868639238,0.987230847658092,1.0092877557236826,0.9878388513345284,1.0119671224707865
2025-03-31,1.012764998283054,1.0165064267386672,0.989387677219409,1.0165396972504364,1.012908071034532,0.9931756886032834,1.0158571403215018,0.989387677219409,1.0158428992279411
2025-04-01,1.0119225137044787,1.0170049444412288,0.9897127402709408,1.0173283128680397,1.013348283575131,0.9926429809003272,1.015943888673996,0.9897127402709408,1.015761581482109
2025-04-02,1.019272136544335,1.019587435420004,0.9961381388158506,1.0189572309094217,1.0157354863574903,1.0000260210224925,1.0190775774091343,0.9961381388158506,1.0205615706213786
2025-04-03,0.96862759359682,0.9994580228154976,0.9498359609918028,1.0065312166893277,0.998889418974381,0.947189842001398,1.0002589122929018,0.9498359609918028,0.9918372578974018
2025-04-04,0.9198871526689016,0.9665855900172888,0.8955598960928064,0.9840438272954464,0.9713539144573902,0.8923298430999138,0.9766353191534214,0.8955598960928064,0.958686487719888
2025-04-07,0.9106762822498844,0.9450610702553078,0.8862027208921895,0.9677061555337764,0.9528162816526294,0.8842485755614391,0.9616921668693632,0.8862027208921895,0.9426741777607254
2025-04-08,0.8957245160141735,0.935240263552158,0.8742750475269506,0.9622477940687764,0.9442847922953098,0.8695995434332581,0.9521736488005964,0.8742750475269506,0.9322190773420548
2025-04-09,0.9591447609089224,0.9736649568499962,0.9453369769896915,0.989001873225692,0.9766080450346484,0.940161964043135,0.980140104688249,0.9453369769896915,0.9722523840913666
2025-04-10,0.939312809705614,0.9640965984609602,0.9200281778675752,0.9817112877959706,0.9679639481465024,0.9129823717753152,0.9734972789880352,0.9200281778675752,0.9604653400571695
