Date,PairBL_GPT-OSS-20B,LLM_BLM_GPT-OSS-20B,BL,PairBL_GPT-OSS-120B,LLM_BLM_GPT-OSS-120B,PairBL_Llama-3.1-8B,LLM_BLM_Llama-3.1-8B,PairBL_Llama-3.1-70B,LLM_BLM_Llama-3.1-70B
2025-03-04,1.004648982954024,1.0028065077042272,1.0053092656880174,1.0012868440852822,0.9933032834104938,1.0000878949942702,0.9939391999641104,1.0053092656880174,0.99787297671369
2025-03-05,1.0234955854018952,1.0243150952943016,1.0258413101194472,1.0173648857388398,1.0081138303252737,1.0236359318524804,1.0139084641695943,1.0258413101194472,1.0166533736468724
2025-03-06,0.9776772936075614,0.9789143517453478,0.9826824131013292,0.9729597079207256,0.9745198053982992,0.9804100909911584,0.9898268795282006,0.9826824131013292,0.9775609088732244
2025-03-07,1.009686602385308,1.0085659927864363,1.0181864024484777,1.006591156376179,1.0061930264234518,1.0141460830452858,1.0039206815052435,1.0181864024484777,1.005823507538691
2025-03-10,0.9639775988659022,0.9607980252168696,0.9712772892603884,0.9633074534806184,0.964465235868274,0.9675314200887012,0.9631082111937456,0.9712772892603884,0.9579847001420853
2025-03-11,0.9673905507064572,0.9680008774457712,0.9739575807975364,0.9663838123509468,0.9591677416375674,0.9685810679456096,0.9566772915177196,0.9739575807975364,0.9595387207533695
2025-03-12,1.006428605624183,1.006245385713719,1.0097295968050672,1.0051045277642932,0.9814053228851924,1.0010762673938216,0.9742446570370422,1.0097295968050672,0.985934620768101
2025-03-13,0.9752314794380494,0.9789155939006132,0.9999417911147028,0.9870037310635096,0.9602305831691912,0.9931182858836132,0.9360492114366114,0.9999417911147028,0.9516758695795086
2025-03-14,1.0113626289842734,1.0136816733437963,1.0362188408300923,1.0174892734846328,0.9833337212404244,1.0279135508092438,0.964116954437831,1.0362188408300923,0.9830714484472588
2025-03-17,1.0232736075157964,1.0260000647418763,1.0462594054873835,1.030507518833993,0.995161358322555,1.0340147784106557,0.9749753231052192,1.0462594054873835,0.9895246884291572
2025-03-18,1.0008622424897062,1.0050525555736252,1.0257201352130276,1.0079616345990612,0.977670032388752,1.0124087042794283,0.9609786350036974,1.0257201352130276,0.9696254988761628
2025-03-19,1.0158160076186555,1.0209205630688292,1.0436406262392235,1.0267554374559762,0.993109059095972,1.028257307161437,0.9684143058511968,1.0436406262392235,0.9822628664663764
2025-03-20,1.0172573304687649,1.021512644007419,1.0440011659784505,1.021766736155051,0.9841981523336188,1.027122520682195,0.9685995298198116,1.0440011659784505,0.980555450724355
2025-03-21,1.0009233645332472,1.0078376490783758,1.0264653262498171,1.0089657654977269,0.9757036586267952,1.0118855780203575,0.963748920999355,1.0264653262498171,0.9748999790463512
2025-03-24,1.0265667840973451,1.033110095323244,1.0531619958389546,1.0338350767811644,0.9896226991195176,1.0289845442208376,0.9792640342672764,1.0531619958389546,0.9905792920245378
2025-03-25,1.0219375490693254,1.0295469793387082,1.0446840165406488,1.028322970960322,0.9861807806495076,1.0196319400723877,0.983211532016642,1.0446840165406488,0.9905044328320046
2025-03-26,0.986022982445866,0.995128582564808,1.009585082728985,0.9942417211719192,0.9667208915053876,0.9881598163967116,0.9641530429585922,1.009585082728985,0.962258525493701
2025-03-27,0.9660768683697012,0.9772939825213598,0.9890775987898984,0.9735703048187552,0.9538123514194128,0.9723287360030132,0.9602784975113534,0.9890775987898984,0.9514675053118424
2025-03-28,0.9419718807135168,0.9520282096229988,0.9641661777031338,0.9508745582815754,0.932757629774919,0.9479598468718108,0.9317406370469205,0.9641661777031338,0.9278316672792176
2025-03-31,0.93412243924465,0.947917860181224,0.958174728975596,0.9458490750149978,0.933775109112042,0.9415203282232528,0.929821298353705,0.958174728975596,0.9276662647123082
2025-04-01,0.9426741877983922,0.9562353147660994,0.9659947388273178,0.9560109205810428,0.9423959049591116,0.9515721583108672,0.9374136571549854,0.9659947388273178,0.935404411673864
2025-04-02,0.9522982920694324,0.9659701339721448,0.975215603524412,0.9637648053336816,0.9500307790223698,0.9617069209346368,0.9441936524807152,0.975215603524412,0.9454943873194264
2025-04-03,0.8672387048333731,0.8847890450002677,0.8800627999416349,0.883638658100899,0.872466846056027,0.8755885664777793,0.875391101989521,0.8800627999416349,0.8708772525296619
2025-04-04,0.8027513747791016,0.8185713935318424,0.8099258859307481,0.8168765872378384,0.8111315012595269,0.8110932532146905,0.8160400713799917,0.8099258859307481,0.8108555980229197
2025-04-07,0.8170802256173539,0.829202927939521,0.8316824969842945,0.8315088454983073,0.8202715361015214,0.8350915368358003,0.8154023641369336,0.8316824969842945,0.8166670508330833
2025-04-08,0.7986628837690668,0.8103042113533789,0.8079783481205809,0.8138511042596394,0.8039539222098036,0.817778951885866,0.7971150502555329,0.8079783481205809,0.8015104519886816
2025-04-09,0.9306869630060232,0.9399743691173468,0.9527407781216743,0.9388537002791804,0.906972688827973,0.9483533818109672,0.894345134816887,0.9527407781216743,0.9149291011361528
2025-04-10,0.8684047468340284,0.8819091504886303,0.8838974582202382,0.8829194402270373,0.862035930399682,0.8875750725195981,0.852072750358233,0.8838974582202382,0.866892346061223
2025-04-11,0.8898664364104042,0.9013177191214264,0.9120833498022954,0.9019559571592696,0.8764965999708555,0.9101433535505564,0.8635098311616344,0.9120833498022954,0.884967931154883
2025-04-14,0.892835534651967,0.906278750742772,0.914755050590699,0.9074663122792364,0.8833419457096734,0.9118389627257504,0.8693615884659257,0.914755050590699,0.8900720925214682
2025-04-15,0.8959080770403454,0.909010505548505,0.9180575775869422,0.9111584993110796,0.8836281012664067,0.913261444381254,0.867208938094141,0.9180575775869422,0.8913086018493906
