Method,Display,trading_days,rebalances,final_nav,cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,calmar,max_drawdown,avg_drawdown,max_drawdown_days,drawdown_recovery_days,drawdown_count,max_drawdown_duration_pct,downside_deviation,ulcer_index,mean_daily_return,best_day,worst_day,positive_day_ratio,gain_loss_ratio,profit_factor,daily_var_95,daily_cvar_95,daily_var_99,daily_cvar_99,worst_5_percent_avg
BL,BL,180,3,1.8075811306826823,0.8075811306826823,1.2905349283887841,0.42274278632292556,2.1702874253516184,3.543980326352323,5.543364549510951,-0.23280715472747293,-0.04912614636449871,33,23,22,0.18333333333333332,0.25888218015563025,0.23280715472747293,0.003640767275058537,0.17916622436457835,-0.09757104299695007,0.6,1.0033732943130216,1.5050599414695323,-0.03361163804828909,-0.05676266310126495,-0.07381999033749113,-0.08863319715045025,-0.05676266310126496
MVO,MVO,180,3,1.4432657249775274,0.44326572497752736,0.6714170082862168,0.3231796788461943,1.7494291097377581,2.8649750264514386,3.617713808093043,-0.18559152102751098,-0.04100060108241345,46,23,18,0.25555555555555554,0.19734201262812134,0.18559152102751098,0.0022435711819413975,0.12465501023284561,-0.0692278289811042,0.6,0.9273051082967253,1.390957662445088,-0.029152835690695947,-0.0427151786704064,-0.048162453134630655,-0.06522411729464764,-0.0427151786704064
EW,EW,180,3,1.3489657761194007,0.3489657761194007,0.5205520959424168,0.3014742735480368,1.5389401717093645,2.4167169010319527,2.66448931154499,-0.195366554366314,-0.03612877283238275,46,23,17,0.25555555555555554,0.19197567994077494,0.195366554366314,0.0018410748821427445,0.13758024423207146,-0.07344408765037777,0.6222222222222222,0.8275163641713666,1.3629681292234275,-0.024968228535832266,-0.042713338631591574,-0.05618152715762323,-0.07077654515872872,-0.042713338631591574
BLM_LLM__llama_31_70b,LLM-BLM (Llama-3.1-70B),180,3,1.2509403610769034,0.25094036107690343,0.3681422261602447,0.3188088503974236,1.1401402760919939,1.7630741321340093,1.739648385003856,-0.21161875545294673,-0.05680458612695034,61,23,14,0.3388888888888889,0.20616649299523693,0.21161875545294673,0.0014424079790186098,0.14150613864867326,-0.0789186438232719,0.5722222222222222,0.9439657922663554,1.2627074883562934,-0.028604227889794526,-0.04700810440882357,-0.055950962259633565,-0.07391977792446412,-0.04700810440882357
RelViewBL__llama_31_70b,PairBL (Llama-3.1-70B),180,3,1.8029598321833813,0.8029598321833813,1.28234068346047,0.4252279856456739,2.151469481337529,3.5267363496232322,5.508166984651286,-0.23280715472747293,-0.04973937204881028,33,23,22,0.18333333333333332,0.25940840001409143,0.23280715472747293,0.003630416800505159,0.17916622436457835,-0.09757104299695007,0.6,1.0001571392145423,1.5002357088218137,-0.03365099812153488,-0.056654183319963226,-0.07381999033749113,-0.08863319715045025,-0.056654183319963226
